60|1|0.451119|0.332900|0.793297|0.196928|0.655644|0.225130
61|1|0.159630|0.224216|0.445538|0.057203|0.669073|0.515785
62|1|0.969760|0.294812|0.758485|0.686278|0.429802|0.626970
63|1|0.861414|0.224583|0.404316|0.983109|0.980284|0.179333
64|0|0.783412|0.846466|0.594977|0.894266|0.815674|0.525214
65|1|0.224741|0.468307|0.657282|0.139062|0.918444|0.995651
66|1|0.308352|0.690503|0.140110|0.289252|0.661496|0.705390
67|1|0.518453|0.135865|0.758633|0.436363|0.958739|0.118124
68|1|0.276916|0.760669|0.096940|0.729512|0.510721|0.325642
69|1|0.188174|0.865170|0.033365|0.062538|0.061058|0.409829
70|1|0.207277|0.620170|0.212807|0.977056|0.539697|0.411494
71|1|0.441591|0.706787|0.050021|0.336099|0.268690|0.366585
72|1|0.853319|0.646035|0.429980|0.093774|0.768432|0.450132
73|0|0.397030|0.434671|0.339227|0.289568|0.823554|0.705274
74|0|0.100969|0.104823|0.804813|0.805266|0.418594|0.186506
75|1|0.738041|0.999872|0.727723|0.718660|0.113832|0.643925
76|1|0.097642|0.879977|0.803564|0.701059|0.434117|0.422580
77|1|0.293783|0.041976|0.516428|0.708261|0.798944|0.603579
78|1|0.906759|0.013821|0.410092|0.795342|0.325480|0.515057
79|1|0.556558|0.492606|0.941577|0.694871|0.855554|0.829135
80|1|0.342706|0.477766|0.715178|0.394732|0.937038|0.412799
81|0|0.139169|0.181375|0.219836|0.460209|0.926809|0.581788
82|0|0.945805|0.633143|0.053756|0.444493|0.033222|0.112293
83|1|0.570690|0.450389|0.854322|0.247005|0.448991|0.440676
84|1|0.850930|0.873796|0.143875|0.230301|0.312235|0.078272
85|0|0.814443|0.898408|0.803592|0.907434|0.628736|0.300027
86|1|0.764301|0.223246|0.243978|0.470543|0.227234|0.121471
87|1|0.931149|0.309414|0.370410|0.370533|0.846824|0.512359
88|1|0.181319|0.668906|0.349167|0.307478|0.303925|0.164689
89|1|0.502404|0.906138|0.710431|0.106604|0.148888|0.760136
90|1|0.637282|0.028255|0.387533|0.816877|0.349614|0.641129
91|1|0.446852|0.774731|0.984244|0.479510|0.121380|0.186291
92|1|0.388558|0.274472|0.860172|0.210373|0.848739|0.269780
93|1|0.774658|0.681544|0.462702|0.891606|0.115288|0.077778
94|0|0.090659|0.875111|0.638657|0.878260|0.803855|0.590738
95|1|0.336201|0.105015|0.533517|0.265861|0.671615|0.534484
96|1|0.938419|0.374812|0.504441|0.485401|0.128680|0.084553
97|0|0.684580|0.328063|0.278818|0.838383|0.103056|0.328765
98|0|0.815739|0.981141|0.042667|0.619112|0.819859|0.216436
99|0|0.726767|0.102167|0.175543|0.240234|0.153507|0.840643
100|0|0.874413|0.849488|0.602993|0.440567|0.945616|0.559952
101|0|0.308064|0.276936|0.055610|0.241321|0.051303|0.520747
102|0|0.758141|0.704229|0.324723|0.707572|0.185235|0.344863
103|1|0.341670|0.565609|0.125284|0.564651|0.322385|0.128538
104|0|0.429627|0.571460|0.694187|0.332756|0.261811|0.083454
105|1|0.511203|0.849183|0.546526|0.745950|0.812589|0.485545
106|1|0.308001|0.351338|0.917295|0.618929|0.253951|0.271498
107|0|0.085408|0.307648|0.139450|0.453401|0.597630|0.153085
108|0|0.649048|0.572937|0.774669|0.163919|0.094046|0.839494
109|1|0.825808|0.297060|0.931128|0.420212|0.246209|0.886261
110|0|0.503019|0.485238|0.084112|0.430550|0.640366|0.174954
111|0|0.793390|0.391163|0.484443|0.916313|0.069934|0.399462
112|0|0.734803|0.866989|0.225911|0.321845|0.371510|0.941824
113|1|0.247763|0.033554|0.188145|0.002312|0.999770|0.697295
114|1|0.067352|0.409620|0.909398|0.468489|0.023135|0.482304
115|0|0.422526|0.662419|0.067076|0.354900|0.756458|0.122818
116|1|0.422601|0.570489|0.479189|0.962639|0.058264|0.708982
117|1|0.653686|0.294798|0.249443|0.517965|0.149836|0.414073
118|0|0.268740|0.189772|0.714579|0.227006|0.731302|0.271203
119|1|0.791430|0.262493|0.462537|0.013630|0.979509|0.849726
120|0|0.274377|0.405308|0.443966|0.673201|0.597536|0.071790
121|0|0.769525|0.776922|0.494657|0.828529|0.931164|0.961999
122|0|0.789293|0.997146|0.234939|0.891405|0.710431|0.727962
123|0|0.406277|0.947575|0.967698|0.411504|0.781055|0.529994
124|0|0.971350|0.594580|0.652786|0.702633|0.214675|0.691841
125|0|0.178401|0.768425|0.836715|0.353735|0.911315|0.239157
126|1|0.612115|0.115556|0.840159|0.098960|0.000445|0.829132
127|1|0.382520|0.302507|0.310117|0.118809|0.691964|0.135573
128|1|0.514427|0.225635|0.562469|0.088579|0.584835|0.991981
129|0|0.479272|0.744069|0.209748|0.842076|0.746268|0.492526
130|0|0.850772|0.275719|0.778614|0.191220|0.664092|0.766802
131|0|0.365378|0.349106|0.821214|0.944848|0.026395|0.648605
132|0|0.295389|0.349256|0.083484|0.801379|0.956355|0.185110
133|0|0.204467|0.188052|0.387517|0.756628|0.462910|0.200241
134|1|0.250343|0.301255|0.038768|0.484471|0.834943|0.480956
135|0|0.207374|0.420984|0.350546|0.218968|0.165383|0.243559
136|1|0.762371|0.126398|0.008252|0.606412|0.756722|0.189705
137|0|0.571467|0.823820|0.588892|0.456768|0.482754|0.829162
138|0|0.010588|0.358074|0.984006|0.026281|0.090463|0.828720
139|1|0.944916|0.274316|0.867854|0.192556|0.198359|0.964119
140|1|0.445892|0.840537|0.880364|0.520174|0.589668|0.364402
141|1|0.228137|0.305700|0.545507|0.723672|0.051463|0.133883
142|0|0.601131|0.451994|0.571577|0.849451|0.066987|0.040194
143|0|0.965786|0.237933|0.028648|0.086897|0.397761|0.223352
144|0|0.375525|0.360245|0.030404|0.373051|0.063433|0.526838
145|0|0.293076|0.493272|0.565579|0.371086|0.641430|0.545460
146|0|0.317475|0.565107|0.212827|0.986732|0.222088|0.860420
147|1|0.734881|0.269507|0.222505|0.243012|0.573026|0.149512
148|1|0.950158|0.878384|0.024588|0.252284|0.135066|0.162771
149|1|0.683380|0.512154|0.499113|0.258208|0.316921|0.510524
150|0|0.661332|0.855403|0.281030|0.998763|0.002627|0.130683
151|0|0.778212|0.304982|0.082597|0.586407|0.570294|0.777766
152|0|0.533846|0.358994|0.888637|0.190459|0.286590|0.920967
153|1|0.746812|0.093174|0.437383|0.268658|0.107638|0.337915
154|1|0.899910|0.358718|0.894475|0.693928|0.715085|0.040097
155|1|0.968210|0.477611|0.708979|0.953119|0.409932|0.702724
156|1|0.951094|0.900260|0.924280|0.892779|0.398271|0.940282
157|1|0.907318|0.973490|0.929257|0.012957|0.537905|0.504264
158|1|0.781464|0.366631|0.975343|0.204339|0.924217|0.197858
159|1|0.332105|0.087403|0.092308|0.093847|0.563512|0.394841
160|1|0.526073|0.153157|0.207111|0.112201|0.293588|0.702261
161|1|0.521775|0.095485|0.606614|0.660299|0.563241|0.384677
162|0|0.757974|0.144466|0.147535|0.920916|0.766734|0.401748
163|0|0.366536|0.552020|0.361370|0.599988|0.115533|0.516761
164|1|0.835059|0.424016|0.404142|0.333842|0.600853|0.551892
165|1|0.608655|0.718613|0.440067|0.402016|0.028547|0.792244
166|0|0.824089|0.483179|0.837054|0.698279|0.682934|0.170733
167|0|0.104602|0.631317|0.506216|0.908287|0.404948|0.309265
168|1|0.265022|0.210254|0.073519|0.114404|0.418138|0.809258
169|0|0.019531|0.491969|0.626152|0.321450|0.184430|0.422016
170|0|0.342634|0.127452|0.883940|0.604654|0.499870|0.976665
171|1|0.287080|0.639107|0.435101|0.627864|0.741453|0.240557
172|0|0.247904|0.669246|0.288214|0.931110|0.750844|0.205828
173|0|0.002528|0.756403|0.991206|0.604874|0.878813|0.552341
174|1|0.843496|0.816527|0.081658|0.622805|0.787820|0.657213
175|0|0.950232|0.021267|0.440750|0.992639|0.907211|0.401769
176|0|0.483209|0.069451|0.175158|0.967058|0.394193|0.843179
177|1|0.770374|0.449329|0.110595|0.021995|0.425513|0.019447
178|0|0.591613|0.237909|0.704337|0.586504|0.935102|0.770813
179|1|0.493015|0.957018|0.009537|0.430673|0.024134|0.594391
180|1|0.993840|0.211452|0.680486|0.432101|0.794382|0.782954
181|0|0.498821|0.677024|0.331937|0.863025|0.282323|0.269511
182|1|0.792256|0.897416|0.249617|0.166663|0.406615|0.013434
183|1|0.933125|0.632764|0.082886|0.326443|0.549302|0.185139
184|1|0.764028|0.397124|0.694358|0.873343|0.990185|0.950597
185|0|0.305065|0.361689|0.976205|0.207362|0.037442|0.035439
186|1|0.193533|0.819680|0.159835|0.477088|0.365029|0.151664
187|0|0.132385|0.632068|0.347063|0.658462|0.388353|0.828061
188|1|0.375185|0.952333|0.213116|0.347044|0.418454|0.159720
189|0|0.898401|0.036678|0.012187|0.666101|0.591141|0.071438
190|1|0.847165|0.225274|0.140967|0.348997|0.921156|0.929525
191|0|0.467786|0.802587|0.406097|0.558277|0.541686|0.284282
192|0|0.236574|0.928771|0.835070|0.230851|0.679006|0.548218
193|0|0.261570|0.385360|0.970194|0.970487|0.162251|0.205320
194|1|0.173328|0.295311|0.190651|0.194894|0.156555|0.816704
195|1|0.867044|0.806624|0.100272|0.052562|0.146628|0.253174
196|1|0.063308|0.202171|0.915774|0.075434|0.172693|0.543051
197|1|0.462819|0.138571|0.214854|0.839427|0.976297|0.393277
198|0|0.752717|0.789664|0.496517|0.736917|0.126434|0.319757
199|0|0.610795|0.876508|0.133622|0.521716|0.997092|0.295333
200|1|0.403819|0.197270|0.720572|0.998443|0.336363|0.041236
201|0|0.364355|0.463682|0.540692|0.053611|0.380678|0.251494
202|1|0.431952|0.385734|0.756273|0.475137|0.938052|0.458199
203|1|0.543340|0.603669|0.229389|0.299694|0.529862|0.242840
204|1|0.592035|0.276759|0.962196|0.278395|0.344760|0.885176
205|0|0.977952|0.605081|0.416282|0.178746|0.155812|0.819104
206|0|0.104700|0.952754|0.093076|0.301942|0.827425|0.294244
207|1|0.717906|0.649816|0.450361|0.523524|0.204197|0.605064
208|1|0.184181|0.975793|0.989166|0.626086|0.086149|0.918169
209|1|0.715522|0.741307|0.783355|0.737070|0.970148|0.813300
210|0|0.632193|0.670509|0.844598|0.986157|0.777541|0.524956
211|0|0.340156|0.323231|0.106386|0.849314|0.181629|0.272706
212|0|0.034533|0.711498|0.371305|0.007448|0.759202|0.099652
213|1|0.030657|0.387085|0.738275|0.130355|0.078726|0.964310
214|0|0.739654|0.586715|0.952391|0.633167|0.471608|0.822415
215|1|0.646789|0.990374|0.875856|0.126182|0.170308|0.666909
216|0|0.825639|0.985763|0.720404|0.322443|0.006153|0.930264
217|0|0.482600|0.127677|0.478845|0.309130|0.353932|0.869821
218|0|0.799952|0.326374|0.189130|0.625223|0.326236|0.111679
219|0|0.967661|0.254711|0.740159|0.061359|0.339359|0.476703
220|0|0.363141|0.989234|0.780299|0.964517|0.373785|0.046954
221|0|0.159917|0.576153|0.805225|0.086212|0.724176|0.248511
222|0|0.357837|0.708551|0.864452|0.831481|0.557609|0.375193
223|1|0.245257|0.927171|0.965668|0.429152|0.861836|0.363695
224|1|0.899393|0.636058|0.348796|0.596082|0.470959|0.482528
225|1|0.557074|0.598513|0.107508|0.366594|0.789652|0.173683
226|0|0.206622|0.777347|0.133659|0.093943|0.988689|0.980164
227|0|0.221536|0.716622|0.358972|0.443152|0.110204|0.809002
228|1|0.398871|0.566122|0.665903|0.976037|0.220137|0.098793
229|1|0.330068|0.573760|0.963854|0.153603|0.288794|0.362665
230|0|0.188025|0.547281|0.395526|0.609326|0.881716|0.353370
231|0|0.018153|0.699180|0.107123|0.604192|0.927820|0.439719
232|1|0.096667|0.369236|0.965115|0.511079|0.441065|0.876122
233|0|0.090690|0.622032|0.193401|0.470323|0.756459|0.527351
234|1|0.513267|0.728872|0.162931|0.975527|0.986448|0.033966
235|0|0.022660|0.381602|0.731848|0.094575|0.027737|0.240649
236|0|0.133248|0.961212|0.867501|0.315778|0.877156|0.524909
237|0|0.303602|0.828921|0.860798|0.767738|0.993723|0.156907
238|0|0.901883|0.014506|0.989806|0.414460|0.224043|0.473882
239|0|0.613097|0.190053|0.617766|0.659799|0.141933|0.556094
240|1|0.037620|0.593882|0.867329|0.946411|0.008266|0.648296
241|0|0.993407|0.863148|0.389375|0.672973|0.255099|0.515664
242|0|0.791049|0.641540|0.665705|0.251992|0.706567|0.229284
243|1|0.991170|0.609531|0.599836|0.809720|0.447652|0.474946
244|0|0.549911|0.750690|0.962185|0.906508|0.275981|0.974412
245|1|0.964653|0.481621|0.604663|0.243199|0.544310|0.567265
246|0|0.103793|0.929284|0.680731|0.783860|0.834897|0.493717
247|1|0.106171|0.823556|0.640998|0.098324|0.342370|0.313325
248|1|0.755408|0.179234|0.403850|0.340914|0.977045|0.956260
249|1|0.497306|0.054327|0.368235|0.148168|0.333679|0.559327
250|1|0.884929|0.126640|0.513158|0.508955|0.969449|0.909709
251|1|0.616510|0.395455|0.421112|0.581083|0.306514|0.440120
252|0|0.886855|0.476611|0.956761|0.669855|0.214413|0.945788
253|1|0.461682|0.844137|0.064425|0.306454|0.921013|0.059712
254|1|0.558959|0.071865|0.304047|0.615373|0.059462|0.702952
255|1|0.003135|0.362844|0.963261|0.286527|0.286692|0.593879
256|0|0.941312|0.079078|0.051222|0.941729|0.200207|0.745294
257|1|0.755072|0.625819|0.832107|0.580986|0.594369|0.873797
258|1|0.658944|0.016315|0.020976|0.978984|0.812424|0.901112
259|0|0.191531|0.641481|0.310620|0.518971|0.327120|0.310939
260|0|0.562435|0.742695|0.895569|0.376789|0.506549|0.355546
261|0|0.198964|0.715825|0.274958|0.816657|0.669367|0.899167
262|0|0.878264|0.208232|0.949399|0.619876|0.635195|0.513907
263|1|0.400134|0.143563|0.850757|0.986323|0.570160|0.805018
264|0|0.428437|0.836476|0.286502|0.454029|0.794214|0.329150
265|1|0.149643|0.360877|0.792911|0.129055|0.222394|0.106483
266|0|0.951381|0.975378|0.817561|0.071548|0.066144|0.395322
267|1|0.878898|0.783140|0.575467|0.434124|0.907395|0.022881
268|0|0.739215|0.126174|0.335496|0.277827|0.209983|0.125009
269|0|0.211435|0.059175|0.433178|0.265803|0.189800|0.348861
270|0|0.652765|0.638504|0.700704|0.885704|0.611354|0.212677
271|1|0.869892|0.076444|0.321078|0.587179|0.581282|0.048503
272|1|0.751846|0.499186|0.151529|0.213453|0.235657|0.992179
273|1|0.543393|0.983144|0.711446|0.631721|0.208527|0.082410
274|0|0.576999|0.479800|0.063625|0.128435|0.400270|0.687384
275|0|0.572002|0.340759|0.611546|0.535688|0.676795|0.173096
276|0|0.719485|0.984877|0.210863|0.562656|0.858260|0.108114
277|1|0.306000|0.565910|0.574740|0.251774|0.704916|0.672124
278|0|0.023877|0.577162|0.497813|0.249756|0.473893|0.522291
279|0|0.355226|0.279474|0.926249|0.145139|0.387246|0.908771
280|1|0.952085|0.847744|0.461940|0.570061|0.685022|0.297870
281|1|0.090724|0.193771|0.110894|0.331663|0.909983|0.214465
282|0|0.440946|0.788703|0.360073|0.828051|0.633091|0.211078
283|1|0.600281|0.725131|0.134858|0.869496|0.045015|0.851858
284|0|0.054741|0.782710|0.400895|0.313039|0.080412|0.680126
285|1|0.544875|0.111643|0.721428|0.939169|0.602303|0.543976
286|1|0.387223|0.771691|0.202905|0.026158|0.911479|0.053531
287|1|0.661285|0.442871|0.128593|0.365618|0.454594|0.434995
288|1|0.086916|0.803951|0.388176|0.083761|0.697388|0.957399
289|1|0.477189|0.254901|0.902641|0.678988|0.911932|0.729068
290|0|0.775337|0.182137|0.541395|0.940372|0.936651|0.040983
291|1|0.810273|0.604356|0.772787|0.263230|0.002375|0.316311
292|0|0.408635|0.194349|0.321277|0.070966|0.412218|0.898001
293|0|0.182593|0.036060|0.083297|0.562797|0.715235|0.184018
294|1|0.358775|0.208589|0.674826|0.593553|0.729675|0.989935
295|0|0.041232|0.992037|0.699412|0.168152|0.216963|0.994986
296|1|0.182671|0.447122|0.628929|0.386030|0.761924|0.374484
297|0|0.531283|0.764028|0.878105|0.812255|0.313040|0.921606
298|1|0.674487|0.226233|0.380912|0.006360|0.124606|0.096798
299|0|0.128969|0.334999|0.936059|0.655391|0.959571|0.505285
300|1|0.838916|0.981423|0.088839|0.445692|0.495444|0.327711
301|0|0.048248|0.592840|0.787350|0.287542|0.811613|0.194966
302|0|0.281326|0.541859|0.843023|0.386025|0.710388|0.467758
303|1|0.867152|0.794282|0.262919|0.440957|0.701882|0.000161
304|0|0.591995|0.218750|0.609362|0.161385|0.863026|0.339307
305|1|0.081804|0.780335|0.629848|0.054061|0.063278|0.188167
306|0|0.488579|0.160283|0.032053|0.981485|0.484435|0.696718
307|0|0.384912|0.375722|0.631400|0.764097|0.536547|0.199571
308|1|0.258555|0.457682|0.254702|0.328859|0.221693|0.412156
309|1|0.588138|0.789508|0.585968|0.215812|0.113257|0.732777
310|0|0.417521|0.008962|0.429985|0.970370|0.722457|0.069700
311|1|0.468813|0.554585|0.143938|0.031673|0.722591|0.040860
312|1|0.928849|0.643301|0.067098|0.644460|0.475654|0.794435
313|1|0.704172|0.949457|0.568581|0.220699|0.830927|0.581120
314|0|0.238094|0.677096|0.796476|0.942571|0.608830|0.861586
315|1|0.925251|0.235398|0.457896|0.099587|0.926076|0.156504
316|0|0.399786|0.279544|0.766253|0.276148|0.706545|0.625355
317|1|0.351374|0.182116|0.073495|0.030097|0.063184|0.244658
318|0|0.562547|0.072849|0.097053|0.123875|0.116788|0.652937
319|1|0.907441|0.163755|0.057807|0.927861|0.528515|0.730081
320|1|0.924481|0.233708|0.038427|0.314656|0.095923|0.139636
321|0|0.613389|0.727228|0.699707|0.726089|0.068027|0.105769
322|1|0.032615|0.388463|0.545144|0.610495|0.392973|0.870142
323|1|0.423349|0.360182|0.456824|0.340907|0.767190|0.790828
324|1|0.636964|0.311152|0.702106|0.446896|0.277586|0.624440
325|0|0.612155|0.003147|0.108344|0.673204|0.797725|0.590362
326|1|0.115290|0.846074|0.383199|0.151933|0.385753|0.377526
327|1|0.730035|0.099329|0.904533|0.956822|0.289495|0.531224
328|1|0.689700|0.184669|0.625283|0.100225|0.565209|0.180168
329|0|0.419275|0.225825|0.413914|0.359598|0.479713|0.913845
330|1|0.517653|0.131824|0.822621|0.688343|0.795074|0.008096
331|0|0.221783|0.435369|0.755246|0.082607|0.366940|0.935755
332|0|0.525150|0.419502|0.426750|0.169899|0.926461|0.170531
333|0|0.077282|0.283258|0.400671|0.602492|0.863396|0.910028
334|0|0.671149|0.514110|0.869848|0.103820|0.231596|0.290490
335|0|0.621771|0.535171|0.996635|0.179019|0.364052|0.041753
336|0|0.979116|0.985193|0.010516|0.377280|0.072022|0.554572
337|1|0.761437|0.597309|0.730841|0.235507|0.982715|0.956760
338|1|0.631933|0.982253|0.337679|0.855446|0.106979|0.239876
339|0|0.599477|0.867852|0.057878|0.911380|0.606016|0.898793
340|1|0.881069|0.255379|0.132876|0.724106|0.910484|0.742918
341|1|0.226125|0.378451|0.582118|0.507018|0.645147|0.118402
342|0|0.942879|0.479906|0.537052|0.057588|0.572379|0.153914
343|1|0.339900|0.090166|0.461251|0.462869|0.970936|0.619698
344|1|0.132126|0.203905|0.994608|0.366614|0.810623|0.303199
345|1|0.986887|0.229923|0.213230|0.748830|0.461960|0.537592
346|0|0.435133|0.385613|0.184903|0.692296|0.349804|0.661782
347|1|0.489455|0.723829|0.999793|0.695427|0.954601|0.426308
348|1|0.671518|0.369833|0.279395|0.287179|0.393417|0.518007
349|1|0.772629|0.533981|0.524319|0.947752|0.743146|0.390658
350|0|0.277739|0.800302|0.277280|0.251547|0.616531|0.382126
351|0|0.372101|0.139550|0.311952|0.510885|0.645857|0.873720
352|1|0.413266|0.416437|0.851407|0.192312|0.838818|0.157629
353|0|0.022504|0.361619|0.140980|0.427811|0.201591|0.545427
354|0|0.462327|0.224258|0.752349|0.839641|0.996458|0.068912
355|1|0.405090|0.123907|0.174255|0.860923|0.709375|0.308992
356|1|0.881581|0.403561|0.191973|0.212905|0.187889|0.725342
357|1|0.025099|0.804811|0.216803|0.171077|0.149517|0.459108
358|1|0.219891|0.677367|0.002844|0.539932|0.958384|0.973563
359|1|0.415572|0.324370|0.784364|0.858144|0.721802|0.390005
360|0|0.491164|0.553802|0.543638|0.871080|0.709634|0.143861
361|0|0.427536|0.013116|0.500392|0.347887|0.777835|0.969224
362|0|0.976445|0.865910|0.849404|0.317167|0.528610|0.785618
363|0|0.657964|0.044074|0.295491|0.290333|0.840934|0.197276
364|1|0.910952|0.568057|0.070442|0.850186|0.803530|0.327564
365|1|0.549357|0.809616|0.152632|0.354584|0.534435|0.962984
366|0|0.466411|0.303791|0.721434|0.444355|0.687075|0.187162
367|0|0.020208|0.325172|0.972044|0.083768|0.021483|0.140529
368|1|0.780665|0.853984|0.300822|0.849786|0.952499|0.198565
369|0|0.288113|0.409407|0.903432|0.265027|0.456065|0.570553
370|1|0.623857|0.329347|0.136848|0.142943|0.360040|0.070362
371|0|0.369386|0.636027|0.445464|0.306404|0.712938|0.751425
372|0|0.891395|0.212552|0.843714|0.011866|0.115226|0.499513
373|0|0.514527|0.421354|0.901550|0.771693|0.252767|0.485015
374|1|0.183425|0.241404|0.361462|0.960302|0.760017|0.421129
375|0|0.580042|0.115490|0.585242|0.664590|0.994445|0.307289
376|0|0.326810|0.096020|0.242942|0.401130|0.449331|0.697930
377|0|0.136207|0.293986|0.705169|0.838310|0.733007|0.345542
378|0|0.350698|0.627294|0.457713|0.204435|0.401491|0.910747
379|0|0.290296|0.564140|0.686729|0.003521|0.400136|0.525455
380|0|0.631869|0.939740|0.727894|0.940885|0.045048|0.503701
381|1|0.418062|0.592100|0.375620|0.807947|0.827932|0.268947
382|0|0.985821|0.735489|0.004926|0.259397|0.369666|0.303711
383|0|0.291703|0.778835|0.784996|0.557386|0.669031|0.765868
384|0|0.832211|0.886693|0.132580|0.223489|0.189376|0.092527
385|1|0.439797|0.744157|0.334624|0.242220|0.607429|0.626119
386|0|0.008878|0.117424|0.152910|0.735156|0.004059|0.873120
387|1|0.050748|0.458893|0.500196|0.954724|0.391975|0.977167
388|0|0.680040|0.495961|0.977056|0.204291|0.699203|0.275272
389|0|0.547781|0.073372|0.211267|0.426822|0.658928|0.941183
390|0|0.939619|0.934947|0.530167|0.503337|0.728595|0.401078
391|0|0.726930|0.559803|0.518713|0.722076|0.020866|0.199271
392|0|0.320935|0.454516|0.456422|0.970838|0.793881|0.229360
393|0|0.418940|0.268646|0.195075|0.118609|0.448807|0.359070
394|0|0.870721|0.306626|0.899658|0.748141|0.198808|0.863522
395|0|0.160354|0.407880|0.527143|0.058023|0.121831|0.708530
396|0|0.239908|0.517957|0.168704|0.372354|0.417998|0.339072
397|0|0.543543|0.825351|0.704342|0.566747|0.529473|0.857634
398|0|0.720536|0.899524|0.480441|0.154368|0.612947|0.186702
399|1|0.288306|0.125598|0.600711|0.392953|0.684709|0.759212
400|0|0.792408|0.684007|0.873942|0.162329|0.577676|0.423675
401|1|0.994251|0.110342|0.424428|0.186390|0.963313|0.258703
402|0|0.280001|0.011703|0.033644|0.368214|0.049719|0.192909
403|0|0.875013|0.445545|0.959081|0.989756|0.008959|0.471271
404|0|0.404986|0.168533|0.437198|0.610580|0.182148|0.584813
405|0|0.769848|0.409420|0.841268|0.053499|0.174962|0.963428
406|1|0.555396|0.530159|0.256401|0.429836|0.138099|0.999613
407|1|0.033149|0.038672|0.942363|0.968547|0.355459|0.357110
408|1|0.047900|0.995333|0.626746|0.988441|0.759422|0.918338
409|0|0.569782|0.787331|0.334612|0.913975|0.730113|0.154849
410|0|0.894667|0.081437|0.707400|0.189618|0.555250|0.219425
